,name,zip_url,prod_dir,s3_prod_uri,browse_url,product_request_time,processing_duration,high_confidence_alert_threshold,mgrs_tile_id,post_date_buffer_days,stride_for_norm_param_estimation,n_workers_for_norm_param_estimation,delta_lookback_days_mw,use_date_encoding,model_source,memory_strategy,batch_size_for_norm_param_estimation,model_context_length,post_date,track_number,low_confidence_alert_threshold,n_workers_for_despeckling,device,max_pre_imgs_per_burst_mw,model_compilation
10,Ukraine_War_36UYA,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/ec3c0542-5428-4d55-b044-dac437f06e3c/OPERA_L3_DIST-ALERT-S1_T36UYA_20240105T033931Z_20260309T202413Z_S1A_30_v0.1.zip,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/ec3c0542-5428-4d55-b044-dac437f06e3c/OPERA_L3_DIST-ALERT-S1_T36UYA_20240105T033931Z_20260309T202413Z_S1A_30_v0.1,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa/ec3c0542-5428-4d55-b044-dac437f06e3c/OPERA_L3_DIST-ALERT-S1_T36UYA_20240105T033931Z_20260309T202413Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/ec3c0542-5428-4d55-b044-dac437f06e3c/OPERA_L3_DIST-ALERT-S1_T36UYA_20240105T033931Z_20260309T202413Z_S1A_30_v0.1/OPERA_L3_DIST-ALERT-S1_T36UYA_20240105T033931Z_20260309T202413Z_S1A_30_v0.1_BROWSE.png,2026-03-09T20:07:29+00:00,688.629,4.5,36UYA,1,7,4,none,False,transformer_optimized,high,32,-1,2024-01-05,94,2.5,4,best,none,False
11,Ukraine_War_36UYA,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/7e15dbbd-c429-4022-8f0f-f75b218e0caa/OPERA_L3_DIST-ALERT-S1_T36UYA_20230907T033933Z_20260309T202438Z_S1A_30_v0.1.zip,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/7e15dbbd-c429-4022-8f0f-f75b218e0caa/OPERA_L3_DIST-ALERT-S1_T36UYA_20230907T033933Z_20260309T202438Z_S1A_30_v0.1,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa/7e15dbbd-c429-4022-8f0f-f75b218e0caa/OPERA_L3_DIST-ALERT-S1_T36UYA_20230907T033933Z_20260309T202438Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/7e15dbbd-c429-4022-8f0f-f75b218e0caa/OPERA_L3_DIST-ALERT-S1_T36UYA_20230907T033933Z_20260309T202438Z_S1A_30_v0.1/OPERA_L3_DIST-ALERT-S1_T36UYA_20230907T033933Z_20260309T202438Z_S1A_30_v0.1_BROWSE.png,2026-03-09T20:07:29+00:00,716.278,4.5,36UYA,1,7,4,none,False,transformer_optimized,high,32,-1,2023-09-07,94,2.5,4,best,none,False
12,Ukraine_War_36UYA,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/0be01a63-df9a-41b2-a1fc-b2435acd34c4/OPERA_L3_DIST-ALERT-S1_T36UYA_20231016T151331Z_20260309T201416Z_S1A_30_v0.1.zip,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/0be01a63-df9a-41b2-a1fc-b2435acd34c4/OPERA_L3_DIST-ALERT-S1_T36UYA_20231016T151331Z_20260309T201416Z_S1A_30_v0.1,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa/0be01a63-df9a-41b2-a1fc-b2435acd34c4/OPERA_L3_DIST-ALERT-S1_T36UYA_20231016T151331Z_20260309T201416Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/0be01a63-df9a-41b2-a1fc-b2435acd34c4/OPERA_L3_DIST-ALERT-S1_T36UYA_20231016T151331Z_20260309T201416Z_S1A_30_v0.1/OPERA_L3_DIST-ALERT-S1_T36UYA_20231016T151331Z_20260309T201416Z_S1A_30_v0.1_BROWSE.png,2026-03-09T20:07:29+00:00,80.396,4.5,36UYA,1,7,4,none,False,transformer_optimized,high,32,-1,2023-10-16,145,2.5,4,best,none,False
13,Ukraine_War_36UYA,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/14c7ca5e-c005-4603-a472-4e3b99d67e59/OPERA_L3_DIST-ALERT-S1_T36UYA_20231119T152940Z_20260309T202501Z_S1A_30_v0.1.zip,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/14c7ca5e-c005-4603-a472-4e3b99d67e59/OPERA_L3_DIST-ALERT-S1_T36UYA_20231119T152940Z_20260309T202501Z_S1A_30_v0.1,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa/14c7ca5e-c005-4603-a472-4e3b99d67e59/OPERA_L3_DIST-ALERT-S1_T36UYA_20231119T152940Z_20260309T202501Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/14c7ca5e-c005-4603-a472-4e3b99d67e59/OPERA_L3_DIST-ALERT-S1_T36UYA_20231119T152940Z_20260309T202501Z_S1A_30_v0.1/OPERA_L3_DIST-ALERT-S1_T36UYA_20231119T152940Z_20260309T202501Z_S1A_30_v0.1_BROWSE.png,2026-03-09T20:07:29+00:00,865.603,4.5,36UYA,1,7,4,none,False,transformer_optimized,high,32,-1,2023-11-19,116,2.5,4,best,none,False
14,Ukraine_War_36UYA,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/d43982da-db52-4f83-9b61-67aac0fcc0c9/OPERA_L3_DIST-ALERT-S1_T36UYA_20230719T035553Z_20260309T202013Z_S1A_30_v0.1.zip,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/d43982da-db52-4f83-9b61-67aac0fcc0c9/OPERA_L3_DIST-ALERT-S1_T36UYA_20230719T035553Z_20260309T202013Z_S1A_30_v0.1,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa/d43982da-db52-4f83-9b61-67aac0fcc0c9/OPERA_L3_DIST-ALERT-S1_T36UYA_20230719T035553Z_20260309T202013Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/d43982da-db52-4f83-9b61-67aac0fcc0c9/OPERA_L3_DIST-ALERT-S1_T36UYA_20230719T035553Z_20260309T202013Z_S1A_30_v0.1/OPERA_L3_DIST-ALERT-S1_T36UYA_20230719T035553Z_20260309T202013Z_S1A_30_v0.1_BROWSE.png,2026-03-09T20:07:29+00:00,567.831,4.5,36UYA,1,7,4,none,False,transformer_optimized,high,32,-1,2023-07-19,65,2.5,4,best,none,False
15,Ukraine_War_36UYA,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/ae7aedba-ffba-4ac2-a8d5-1af96bb0869b/OPERA_L3_DIST-ALERT-S1_T36UYA_20231013T033933Z_20260309T202039Z_S1A_30_v0.1.zip,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/ae7aedba-ffba-4ac2-a8d5-1af96bb0869b/OPERA_L3_DIST-ALERT-S1_T36UYA_20231013T033933Z_20260309T202039Z_S1A_30_v0.1,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa/ae7aedba-ffba-4ac2-a8d5-1af96bb0869b/OPERA_L3_DIST-ALERT-S1_T36UYA_20231013T033933Z_20260309T202039Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/ae7aedba-ffba-4ac2-a8d5-1af96bb0869b/OPERA_L3_DIST-ALERT-S1_T36UYA_20231013T033933Z_20260309T202039Z_S1A_30_v0.1/OPERA_L3_DIST-ALERT-S1_T36UYA_20231013T033933Z_20260309T202039Z_S1A_30_v0.1_BROWSE.png,2026-03-09T20:07:29+00:00,597.5,4.5,36UYA,1,7,4,none,False,transformer_optimized,high,32,-1,2023-10-13,94,2.5,4,best,none,False
16,Ukraine_War_36UYA,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/0e00e83f-41b8-4a5d-9bf0-229c15468a35/OPERA_L3_DIST-ALERT-S1_T36UYA_20231210T035555Z_20260309T202059Z_S1A_30_v0.1.zip,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/0e00e83f-41b8-4a5d-9bf0-229c15468a35/OPERA_L3_DIST-ALERT-S1_T36UYA_20231210T035555Z_20260309T202059Z_S1A_30_v0.1,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa/0e00e83f-41b8-4a5d-9bf0-229c15468a35/OPERA_L3_DIST-ALERT-S1_T36UYA_20231210T035555Z_20260309T202059Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/0e00e83f-41b8-4a5d-9bf0-229c15468a35/OPERA_L3_DIST-ALERT-S1_T36UYA_20231210T035555Z_20260309T202059Z_S1A_30_v0.1/OPERA_L3_DIST-ALERT-S1_T36UYA_20231210T035555Z_20260309T202059Z_S1A_30_v0.1_BROWSE.png,2026-03-09T20:07:29+00:00,613.177,4.5,36UYA,1,7,4,none,False,transformer_optimized,high,32,-1,2023-12-10,65,2.5,4,best,none,False
17,Ukraine_War_36UYA,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/18c42b2e-c2cd-40af-9057-28b9d2c40667/OPERA_L3_DIST-ALERT-S1_T36UYA_20230822T152129Z_20260309T202926Z_S1A_30_v0.1.zip,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/18c42b2e-c2cd-40af-9057-28b9d2c40667/OPERA_L3_DIST-ALERT-S1_T36UYA_20230822T152129Z_20260309T202926Z_S1A_30_v0.1,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa/18c42b2e-c2cd-40af-9057-28b9d2c40667/OPERA_L3_DIST-ALERT-S1_T36UYA_20230822T152129Z_20260309T202926Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/18c42b2e-c2cd-40af-9057-28b9d2c40667/OPERA_L3_DIST-ALERT-S1_T36UYA_20230822T152129Z_20260309T202926Z_S1A_30_v0.1/OPERA_L3_DIST-ALERT-S1_T36UYA_20230822T152129Z_20260309T202926Z_S1A_30_v0.1_BROWSE.png,2026-03-09T20:07:29+00:00,1128.929,4.5,36UYA,1,7,4,none,False,transformer_optimized,high,32,-1,2023-08-22,43,2.5,4,best,none,False
18,Ukraine_War_36UYA,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/33325557-884f-4e33-983c-f14cb93bb81a/OPERA_L3_DIST-ALERT-S1_T36UYA_20231116T035556Z_20260309T202043Z_S1A_30_v0.1.zip,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/33325557-884f-4e33-983c-f14cb93bb81a/OPERA_L3_DIST-ALERT-S1_T36UYA_20231116T035556Z_20260309T202043Z_S1A_30_v0.1,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa/33325557-884f-4e33-983c-f14cb93bb81a/OPERA_L3_DIST-ALERT-S1_T36UYA_20231116T035556Z_20260309T202043Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/33325557-884f-4e33-983c-f14cb93bb81a/OPERA_L3_DIST-ALERT-S1_T36UYA_20231116T035556Z_20260309T202043Z_S1A_30_v0.1/OPERA_L3_DIST-ALERT-S1_T36UYA_20231116T035556Z_20260309T202043Z_S1A_30_v0.1_BROWSE.png,2026-03-09T20:07:29+00:00,597.2,4.5,36UYA,1,7,4,none,False,transformer_optimized,high,32,-1,2023-11-16,65,2.5,4,best,none,False
19,Ukraine_War_36UYA,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/2d242310-2574-4e10-a5e4-2fd8aebfbfc7/OPERA_L3_DIST-ALERT-S1_T36UYA_20230710T152937Z_20260309T202656Z_S1A_30_v0.1.zip,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/2d242310-2574-4e10-a5e4-2fd8aebfbfc7/OPERA_L3_DIST-ALERT-S1_T36UYA_20230710T152937Z_20260309T202656Z_S1A_30_v0.1,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa/2d242310-2574-4e10-a5e4-2fd8aebfbfc7/OPERA_L3_DIST-ALERT-S1_T36UYA_20230710T152937Z_20260309T202656Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/2d242310-2574-4e10-a5e4-2fd8aebfbfc7/OPERA_L3_DIST-ALERT-S1_T36UYA_20230710T152937Z_20260309T202656Z_S1A_30_v0.1/OPERA_L3_DIST-ALERT-S1_T36UYA_20230710T152937Z_20260309T202656Z_S1A_30_v0.1_BROWSE.png,2026-03-09T20:07:29+00:00,976.151,4.5,36UYA,1,7,4,none,False,transformer_optimized,high,32,-1,2023-07-10,116,2.5,4,best,none,False
