time,burst_id,site_id,dist_hls_change_time,dist_hls_change_label,site_lon,site_lat,x,y,vv,vh,vv/vh
2020-10-02 18:19:57,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.09098406,0.011572636,7.862
2020-10-08 18:19:29,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.04252245,0.020969713,2.0278032
2020-10-14 18:19:57,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.055067845,0.010887221,5.0580254
2020-10-20 18:19:29,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.1097802,0.023569025,4.657817
2020-10-26 18:19:57,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.16027772,0.023153594,6.922369
2020-11-01 18:19:29,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.14853889,0.01947518,7.6270866
2020-11-07 18:19:57,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.10680959,0.016487624,6.478167
2020-11-13 18:19:29,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.11995318,0.022216521,5.399278
2020-11-19 18:19:56,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.104045704,0.019251393,5.4045806
2020-11-25 18:19:28,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.14194283,0.04261004,3.331206
2020-12-01 18:19:55,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.14434765,0.018158177,7.949457
2020-12-07 18:19:28,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.18046975,0.017238947,10.468722
2020-12-13 18:19:55,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.14119644,0.0128396945,10.996869
2020-12-19 18:19:27,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.11447969,0.037172217,3.0797112
2020-12-25 18:19:55,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.14381376,0.018809095,7.645969
2020-12-31 18:19:27,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.15918042,0.024410462,6.520992
2021-01-06 18:19:54,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.038063675,0.010817662,3.51866
2021-01-12 18:19:26,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.043818973,0.01469883,2.9811196
2021-01-18 18:19:54,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.09522069,0.006944059,13.712541
2021-01-24 18:19:26,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.13197485,0.0076032775,17.357626
2021-01-30 18:19:54,T074-157046-IW1,250,2022-09-03,VLmaj,-7.52848790789017,41.8422654005767,625273.0963037219,1770052.6520553674,0.124044955,0.01323683,9.371198
