time,burst_id,site_id,dist_hls_change_time,dist_hls_change_label,site_lon,site_lat,x,y,vv,vh,vv/vh
2020-10-01 06:36:49,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.1226744,0.025443071,4.8215246
2020-10-13 06:36:49,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.10888286,0.014143619,7.6983733
2020-10-19 06:35:55,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.1001103,0.020461917,4.892518
2020-10-25 06:36:49,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.14141782,0.009094164,15.550392
2020-10-31 06:35:55,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.11093559,0.009522378,11.649987
2020-11-06 06:36:49,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.22331257,0.02770158,8.061366
2020-11-12 06:35:55,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.11980097,0.011309097,10.593328
2020-11-18 06:36:49,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.12422478,0.01554438,7.99162
2020-11-24 06:35:55,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.10962797,0.0130556105,8.397
2020-11-30 06:36:48,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.22615923,0.026503544,8.53317
2020-12-06 06:35:54,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.15870862,0.022087712,7.1853805
2020-12-12 06:36:48,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.07987493,0.019406632,4.1158576
2020-12-18 06:35:54,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.18738995,0.019493196,9.613095
2020-12-24 06:36:47,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.083807305,0.017936084,4.672553
2020-12-30 06:35:53,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.11657875,0.010326493,11.2892885
2021-01-05 06:36:46,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.072478004,0.076055475,0.95296234
2021-01-11 06:35:52,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.15107267,0.03328206,4.539162
2021-01-17 06:36:46,T052-110426-IW1,147,NaT,noChange,-8.45882299661639,32.5233400669795,625273.0963037219,1770052.6520553674,0.10554033,0.039442062,2.6758318
