job_name,zip_url,s3_uri,browse_url,product_request_time,processing_duration,high_confidence_alert_threshold,mgrs_tile_id,post_date_buffer_days,stride_for_norm_param_estimation,n_workers_for_norm_param_estimation,delta_lookback_days_mw,use_date_encoding,model_source,memory_strategy,batch_size_for_norm_param_estimation,model_context_length,post_date,track_number,low_confidence_alert_threshold,n_workers_for_despeckling,device,max_pre_imgs_per_burst_mw,model_compilation
brazzaville_flood_and_landslides_2023__2023-12-28__33MWR__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/f2258759-2e0c-4d76-90e8-3847dd2979d8/OPERA_L3_DIST-ALERT-S1_T33MWR_20231218T044348Z_20251215T211716Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9paf2258759-2e0c-4d76-90e8-3847dd2979d8/OPERA_L3_DIST-ALERT-S1_T33MWR_20231218T044348Z_20251215T211716Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/f2258759-2e0c-4d76-90e8-3847dd2979d8/OPERA_L3_DIST-ALERT-S1_T33MWR_20231218T044348Z_20251215T211716Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,745.407,4.5,33MWR,1,23,4,none,False,transformer_v1_32,high,32,20,2023-12-18,7,2.5,4,best,none,False
monkey_creek_fire_2024__2024-07-18__11TLK__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/e1888317-2ae4-4b25-b78e-b139149be08a/OPERA_L3_DIST-ALERT-S1_T11TLK_20240619T015329Z_20251215T213112Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pae1888317-2ae4-4b25-b78e-b139149be08a/OPERA_L3_DIST-ALERT-S1_T11TLK_20240619T015329Z_20251215T213112Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/e1888317-2ae4-4b25-b78e-b139149be08a/OPERA_L3_DIST-ALERT-S1_T11TLK_20240619T015329Z_20251215T213112Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1620.619,4.5,11TLK,1,23,4,none,False,transformer_v1_32,high,32,20,2024-06-19,64,2.5,4,best,none,False
southwest_france_flood_2023__2023-12-14__30TXR__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/49beadea-a71e-42e3-9c10-f91faed84a87/OPERA_L3_DIST-ALERT-S1_T30TXR_20231230T060852Z_20251215T212927Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa49beadea-a71e-42e3-9c10-f91faed84a87/OPERA_L3_DIST-ALERT-S1_T30TXR_20231230T060852Z_20251215T212927Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/49beadea-a71e-42e3-9c10-f91faed84a87/OPERA_L3_DIST-ALERT-S1_T30TXR_20231230T060852Z_20251215T212927Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1505.417,4.5,30TXR,1,23,4,none,False,transformer_v1_32,high,32,20,2023-12-30,8,2.5,4,best,none,False
brazzaville_flood_and_landslides_2023__2023-12-28__33MWR__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/17770044-7025-4478-81c0-a3b2d06b1ebe/OPERA_L3_DIST-ALERT-S1_T33MWR_20231213T043539Z_20251215T213654Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa17770044-7025-4478-81c0-a3b2d06b1ebe/OPERA_L3_DIST-ALERT-S1_T33MWR_20231213T043539Z_20251215T213654Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/17770044-7025-4478-81c0-a3b2d06b1ebe/OPERA_L3_DIST-ALERT-S1_T33MWR_20231213T043539Z_20251215T213654Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1958.69,4.5,33MWR,1,23,4,none,False,transformer_v1_32,high,32,20,2023-12-13,109,2.5,4,best,none,False
brazzaville_flood_and_landslides_2023__2023-12-28__33MWR__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/2f5d9c26-74fc-473f-a343-226afb6183e8/OPERA_L3_DIST-ALERT-S1_T33MWR_20240216T044345Z_20251215T212212Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa2f5d9c26-74fc-473f-a343-226afb6183e8/OPERA_L3_DIST-ALERT-S1_T33MWR_20240216T044345Z_20251215T212212Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/2f5d9c26-74fc-473f-a343-226afb6183e8/OPERA_L3_DIST-ALERT-S1_T33MWR_20240216T044345Z_20251215T212212Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1078.801,4.5,33MWR,1,23,4,none,False,transformer_v1_32,high,32,20,2024-02-16,7,2.5,4,best,none,False
tlacotalpan_flood_2024__2024-10-29__14QRF__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/cb76b847-06f2-4fb9-8eb9-6ce123318d7a/OPERA_L3_DIST-ALERT-S1_T14QRF_20241029T121821Z_20251215T213510Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pacb76b847-06f2-4fb9-8eb9-6ce123318d7a/OPERA_L3_DIST-ALERT-S1_T14QRF_20241029T121821Z_20251215T213510Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/cb76b847-06f2-4fb9-8eb9-6ce123318d7a/OPERA_L3_DIST-ALERT-S1_T14QRF_20241029T121821Z_20251215T213510Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1866.995,4.5,14QRF,1,23,4,none,False,transformer_v1_32,high,32,20,2024-10-29,70,2.5,4,best,none,False
smokehouse_creek_fire_2024__2024-02-26__14SME__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/e65ec8b1-391d-40a3-81bb-1ad66aae65fb/OPERA_L3_DIST-ALERT-S1_T14SME_20240411T003658Z_20251215T213017Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pae65ec8b1-391d-40a3-81bb-1ad66aae65fb/OPERA_L3_DIST-ALERT-S1_T14SME_20240411T003658Z_20251215T213017Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/e65ec8b1-391d-40a3-81bb-1ad66aae65fb/OPERA_L3_DIST-ALERT-S1_T14SME_20240411T003658Z_20251215T213017Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1564.927,4.5,14SME,1,23,4,none,False,transformer_v1_32,high,32,20,2024-04-11,107,2.5,4,best,none,False
smokehouse_creek_fire_2024__2024-02-26__14SKE__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/b04ea960-05b6-42f5-903c-72d933f16ced/OPERA_L3_DIST-ALERT-S1_T14SKE_20240421T005325Z_20251215T211908Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pab04ea960-05b6-42f5-903c-72d933f16ced/OPERA_L3_DIST-ALERT-S1_T14SKE_20240421T005325Z_20251215T211908Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/b04ea960-05b6-42f5-903c-72d933f16ced/OPERA_L3_DIST-ALERT-S1_T14SKE_20240421T005325Z_20251215T211908Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,890.92,4.5,14SKE,1,23,4,none,False,transformer_v1_32,high,32,20,2024-04-21,78,2.5,4,best,none,False
brazzaville_flood_and_landslides_2024__2024-02-08__33MWR__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/f88ec7bc-ece5-4f1c-b49e-9a7c3f78b80a/OPERA_L3_DIST-ALERT-S1_T33MWR_20240404T044346Z_20251215T211527Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9paf88ec7bc-ece5-4f1c-b49e-9a7c3f78b80a/OPERA_L3_DIST-ALERT-S1_T33MWR_20240404T044346Z_20251215T211527Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/f88ec7bc-ece5-4f1c-b49e-9a7c3f78b80a/OPERA_L3_DIST-ALERT-S1_T33MWR_20240404T044346Z_20251215T211527Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,668.582,4.5,33MWR,1,23,4,none,False,transformer_v1_32,high,32,20,2024-04-04,7,2.5,4,best,none,False
monkey_creek_fire_2024__2024-07-18__11TLK__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/2b8b4cd5-e105-4d81-9b93-719e98257987/OPERA_L3_DIST-ALERT-S1_T11TLK_20240816T140623Z_20251215T212027Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa2b8b4cd5-e105-4d81-9b93-719e98257987/OPERA_L3_DIST-ALERT-S1_T11TLK_20240816T140623Z_20251215T212027Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/2b8b4cd5-e105-4d81-9b93-719e98257987/OPERA_L3_DIST-ALERT-S1_T11TLK_20240816T140623Z_20251215T212027Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1007.331,4.5,11TLK,1,23,4,none,False,transformer_v1_32,high,32,20,2024-08-16,42,2.5,4,best,none,False
brazzaville_flood_and_landslides_2023__2023-12-28__33MWR__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/32154978-bb5d-4762-9380-f6df10dcbbd0/OPERA_L3_DIST-ALERT-S1_T33MWR_20240111T044346Z_20251215T211848Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa32154978-bb5d-4762-9380-f6df10dcbbd0/OPERA_L3_DIST-ALERT-S1_T33MWR_20240111T044346Z_20251215T211848Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/32154978-bb5d-4762-9380-f6df10dcbbd0/OPERA_L3_DIST-ALERT-S1_T33MWR_20240111T044346Z_20251215T211848Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,902.141,4.5,33MWR,1,23,4,none,False,transformer_v1_32,high,32,20,2024-01-11,7,2.5,4,best,none,False
brazzaville_flood_and_landslides_2023__2023-12-28__33MWR__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/712a0ead-c02a-4371-b5a5-ffd9b14aea6a/OPERA_L3_DIST-ALERT-S1_T33MWR_20240106T043538Z_20251215T213641Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa712a0ead-c02a-4371-b5a5-ffd9b14aea6a/OPERA_L3_DIST-ALERT-S1_T33MWR_20240106T043538Z_20251215T213641Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/712a0ead-c02a-4371-b5a5-ffd9b14aea6a/OPERA_L3_DIST-ALERT-S1_T33MWR_20240106T043538Z_20251215T213641Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1977.649,4.5,33MWR,1,23,4,none,False,transformer_v1_32,high,32,20,2024-01-06,109,2.5,4,best,none,False
monkey_creek_fire_2024__2024-07-18__11TLK__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/dc57f5b1-8754-4166-b039-cc955f8eb985/OPERA_L3_DIST-ALERT-S1_T11TLK_20240830T015328Z_20251215T212534Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9padc57f5b1-8754-4166-b039-cc955f8eb985/OPERA_L3_DIST-ALERT-S1_T11TLK_20240830T015328Z_20251215T212534Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/dc57f5b1-8754-4166-b039-cc955f8eb985/OPERA_L3_DIST-ALERT-S1_T11TLK_20240830T015328Z_20251215T212534Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1318.835,4.5,11TLK,1,23,4,none,False,transformer_v1_32,high,32,20,2024-08-30,64,2.5,4,best,none,False
tlacotalpan_flood_2024__2024-10-29__14QRF__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/4992a524-383a-405d-bc8b-1423ce4526bb/OPERA_L3_DIST-ALERT-S1_T14QRF_20241012T121015Z_20251215T211410Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa4992a524-383a-405d-bc8b-1423ce4526bb/OPERA_L3_DIST-ALERT-S1_T14QRF_20241012T121015Z_20251215T211410Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/4992a524-383a-405d-bc8b-1423ce4526bb/OPERA_L3_DIST-ALERT-S1_T14QRF_20241012T121015Z_20251215T211410Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,622.312,4.5,14QRF,1,23,4,none,False,transformer_v1_32,high,32,20,2024-10-12,172,2.5,4,best,none,False
southwest_france_flood_2023__2023-12-14__30TXR__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/dd5681e6-3eff-45d3-936b-469e99ff6cb9/OPERA_L3_DIST-ALERT-S1_T30TXR_20231124T060853Z_20251215T212531Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9padd5681e6-3eff-45d3-936b-469e99ff6cb9/OPERA_L3_DIST-ALERT-S1_T30TXR_20231124T060853Z_20251215T212531Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/dd5681e6-3eff-45d3-936b-469e99ff6cb9/OPERA_L3_DIST-ALERT-S1_T30TXR_20231124T060853Z_20251215T212531Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1338.349,4.5,30TXR,1,23,4,none,False,transformer_v1_32,high,32,20,2023-11-24,8,2.5,4,best,none,False
monkey_creek_fire_2024__2024-07-18__10TGQ__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/88baa24d-62a4-4d42-97ca-6e74ceb6251a/OPERA_L3_DIST-ALERT-S1_T10TGQ_20240701T015330Z_20251215T212845Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa88baa24d-62a4-4d42-97ca-6e74ceb6251a/OPERA_L3_DIST-ALERT-S1_T10TGQ_20240701T015330Z_20251215T212845Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/88baa24d-62a4-4d42-97ca-6e74ceb6251a/OPERA_L3_DIST-ALERT-S1_T10TGQ_20240701T015330Z_20251215T212845Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1537.527,4.5,10TGQ,1,23,4,none,False,transformer_v1_32,high,32,20,2024-07-01,64,2.5,4,best,none,False
smokehouse_creek_fire_2024__2024-02-26__14SME__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/81b5d2aa-5ccb-4663-82b0-085fa4f846cf/OPERA_L3_DIST-ALERT-S1_T14SME_20240423T003659Z_20251215T213554Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa81b5d2aa-5ccb-4663-82b0-085fa4f846cf/OPERA_L3_DIST-ALERT-S1_T14SME_20240423T003659Z_20251215T213554Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/81b5d2aa-5ccb-4663-82b0-085fa4f846cf/OPERA_L3_DIST-ALERT-S1_T14SME_20240423T003659Z_20251215T213554Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1979.76,4.5,14SME,1,23,4,none,False,transformer_v1_32,high,32,20,2024-04-23,107,2.5,4,best,none,False
monkey_creek_fire_2024__2024-07-18__11TLK__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/0811da81-517b-4bfd-820f-6c76ee91a9e4/OPERA_L3_DIST-ALERT-S1_T11TLK_20240823T135807Z_20251215T211625Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa0811da81-517b-4bfd-820f-6c76ee91a9e4/OPERA_L3_DIST-ALERT-S1_T11TLK_20240823T135807Z_20251215T211625Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/0811da81-517b-4bfd-820f-6c76ee91a9e4/OPERA_L3_DIST-ALERT-S1_T11TLK_20240823T135807Z_20251215T211625Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,797.928,4.5,11TLK,1,23,4,none,False,transformer_v1_32,high,32,20,2024-08-23,144,2.5,4,best,none,False
chile_fire_2024__2024-02-04__19HBD__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/d62c92e6-9638-4b73-9df5-fa69f7f3205a/OPERA_L3_DIST-ALERT-S1_T19HBD_20240402T100430Z_20251215T212553Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pad62c92e6-9638-4b73-9df5-fa69f7f3205a/OPERA_L3_DIST-ALERT-S1_T19HBD_20240402T100430Z_20251215T212553Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/d62c92e6-9638-4b73-9df5-fa69f7f3205a/OPERA_L3_DIST-ALERT-S1_T19HBD_20240402T100430Z_20251215T212553Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1362.195,4.5,19HBD,1,23,4,none,False,transformer_v1_32,high,32,20,2024-04-02,156,2.5,4,best,none,False
smokehouse_creek_fire_2024__2024-02-26__14SLE__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/d0984dbf-fde2-4a35-9f45-093ebd934eef/OPERA_L3_DIST-ALERT-S1_T14SLE_20240404T124631Z_20251215T212141Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pad0984dbf-fde2-4a35-9f45-093ebd934eef/OPERA_L3_DIST-ALERT-S1_T14SLE_20240404T124631Z_20251215T212141Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/d0984dbf-fde2-4a35-9f45-093ebd934eef/OPERA_L3_DIST-ALERT-S1_T14SLE_20240404T124631Z_20251215T212141Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1127.91,4.5,14SLE,1,23,4,none,False,transformer_v1_32,high,32,20,2024-04-04,12,2.5,4,best,none,False
monkey_creek_fire_2024__2024-07-18__10TGQ__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/3d17ac08-2e7c-4379-915d-e28ed76951f4/OPERA_L3_DIST-ALERT-S1_T10TGQ_20240830T015330Z_20251215T213345Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa3d17ac08-2e7c-4379-915d-e28ed76951f4/OPERA_L3_DIST-ALERT-S1_T10TGQ_20240830T015330Z_20251215T213345Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/3d17ac08-2e7c-4379-915d-e28ed76951f4/OPERA_L3_DIST-ALERT-S1_T10TGQ_20240830T015330Z_20251215T213345Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1839.306,4.5,10TGQ,1,23,4,none,False,transformer_v1_32,high,32,20,2024-08-30,64,2.5,4,best,none,False
smokehouse_creek_fire_2024__2024-02-26__14SLE__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/50ad613e-202e-44bc-92db-48e666f93d98/OPERA_L3_DIST-ALERT-S1_T14SLE_20240204T004509Z_20251215T213128Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa50ad613e-202e-44bc-92db-48e666f93d98/OPERA_L3_DIST-ALERT-S1_T14SLE_20240204T004509Z_20251215T213128Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/50ad613e-202e-44bc-92db-48e666f93d98/OPERA_L3_DIST-ALERT-S1_T14SLE_20240204T004509Z_20251215T213128Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1701.14,4.5,14SLE,1,23,4,none,False,transformer_v1_32,high,32,20,2024-02-04,5,2.5,4,best,none,False
southwest_france_flood_2023__2023-12-14__30TXR__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/9ca8dd51-168b-4e52-87e1-d067adb8d395/OPERA_L3_DIST-ALERT-S1_T30TXR_20240209T061700Z_20251215T211849Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa9ca8dd51-168b-4e52-87e1-d067adb8d395/OPERA_L3_DIST-ALERT-S1_T30TXR_20240209T061700Z_20251215T211849Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/9ca8dd51-168b-4e52-87e1-d067adb8d395/OPERA_L3_DIST-ALERT-S1_T30TXR_20240209T061700Z_20251215T211849Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,939.928,4.5,30TXR,1,23,4,none,False,transformer_v1_32,high,32,20,2024-02-09,81,2.5,4,best,none,False
smokehouse_creek_fire_2024__2024-02-26__14SLE__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/197782a8-1407-4421-8e04-2d46b21cc096/OPERA_L3_DIST-ALERT-S1_T14SLE_20240318T003703Z_20251215T211513Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa197782a8-1407-4421-8e04-2d46b21cc096/OPERA_L3_DIST-ALERT-S1_T14SLE_20240318T003703Z_20251215T211513Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/197782a8-1407-4421-8e04-2d46b21cc096/OPERA_L3_DIST-ALERT-S1_T14SLE_20240318T003703Z_20251215T211513Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,726.729,4.5,14SLE,1,23,4,none,False,transformer_v1_32,high,32,20,2024-03-18,107,2.5,4,best,none,False
brazzaville_flood_and_landslides_2024__2024-02-08__33MWR__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/75fabd86-50a9-4a51-8e67-0aed1b4d94d8/OPERA_L3_DIST-ALERT-S1_T33MWR_20240306T043536Z_20251215T212643Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa75fabd86-50a9-4a51-8e67-0aed1b4d94d8/OPERA_L3_DIST-ALERT-S1_T33MWR_20240306T043536Z_20251215T212643Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/75fabd86-50a9-4a51-8e67-0aed1b4d94d8/OPERA_L3_DIST-ALERT-S1_T33MWR_20240306T043536Z_20251215T212643Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1420.604,4.5,33MWR,1,23,4,none,False,transformer_v1_32,high,32,20,2024-03-06,109,2.5,4,best,none,False
tlacotalpan_flood_2024__2024-10-29__14QRF__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/d6ade8bb-abc0-40a1-b6aa-0914deecca8f/OPERA_L3_DIST-ALERT-S1_T14QRF_20241117T121014Z_20251215T211222Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pad6ade8bb-abc0-40a1-b6aa-0914deecca8f/OPERA_L3_DIST-ALERT-S1_T14QRF_20241117T121014Z_20251215T211222Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/d6ade8bb-abc0-40a1-b6aa-0914deecca8f/OPERA_L3_DIST-ALERT-S1_T14QRF_20241117T121014Z_20251215T211222Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,552.822,4.5,14QRF,1,23,4,none,False,transformer_v1_32,high,32,20,2024-11-17,172,2.5,4,best,none,False
southwest_france_flood_2023__2023-12-14__30TXR__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/fd258f4f-285c-4784-87b3-7d56fcdefd10/OPERA_L3_DIST-ALERT-S1_T30TXR_20240124T175631Z_20251215T212145Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pafd258f4f-285c-4784-87b3-7d56fcdefd10/OPERA_L3_DIST-ALERT-S1_T30TXR_20240124T175631Z_20251215T212145Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/fd258f4f-285c-4784-87b3-7d56fcdefd10/OPERA_L3_DIST-ALERT-S1_T30TXR_20240124T175631Z_20251215T212145Z_S1A_30_v0.1.png,2025-12-15T20:48:28+00:00,1153.57,4.5,30TXR,1,23,4,none,False,transformer_v1_32,high,32,20,2024-01-24,30,2.5,4,best,none,False
