job_name,zip_url,s3_uri,browse_url,product_request_time,processing_duration,high_confidence_alert_threshold,mgrs_tile_id,post_date_buffer_days,stride_for_norm_param_estimation,n_workers_for_norm_param_estimation,delta_lookback_days_mw,use_date_encoding,model_source,memory_strategy,batch_size_for_norm_param_estimation,model_context_length,post_date,track_number,low_confidence_alert_threshold,n_workers_for_despeckling,device,max_pre_imgs_per_burst_mw,model_compilation
durkee_fire_2024__2024-07-17__11TMK__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/10b40b0e-f9ae-4e5f-829d-263996cda451/OPERA_L3_DIST-ALERT-S1_T11TMK_20240629T140624Z_20251215T211234Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa10b40b0e-f9ae-4e5f-829d-263996cda451/OPERA_L3_DIST-ALERT-S1_T11TMK_20240629T140624Z_20251215T211234Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/10b40b0e-f9ae-4e5f-829d-263996cda451/OPERA_L3_DIST-ALERT-S1_T11TMK_20240629T140624Z_20251215T211234Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,563.092,4.5,11TMK,1,23,4,none,False,transformer_v1_32,high,32,20,2024-06-29,42,2.5,4,best,none,False
los_angeles_fires_2025__2025-01-04__11SLT__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/efba7b68-47b4-4cfd-b11f-154b8155639a/OPERA_L3_DIST-ALERT-S1_T11SLT_20250114T015838Z_20251215T212257Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9paefba7b68-47b4-4cfd-b11f-154b8155639a/OPERA_L3_DIST-ALERT-S1_T11SLT_20250114T015838Z_20251215T212257Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/efba7b68-47b4-4cfd-b11f-154b8155639a/OPERA_L3_DIST-ALERT-S1_T11SLT_20250114T015838Z_20251215T212257Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1186.532,4.5,11SLT,1,23,4,none,False,transformer_v1_32,high,32,20,2025-01-14,137,2.5,4,best,none,False
durkee_fire_2024__2024-07-17__11TMK__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/d501bc2d-8d67-4eaa-af7f-4be0ca7a1636/OPERA_L3_DIST-ALERT-S1_T11TMK_20240706T135804Z_20251215T213140Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pad501bc2d-8d67-4eaa-af7f-4be0ca7a1636/OPERA_L3_DIST-ALERT-S1_T11TMK_20240706T135804Z_20251215T213140Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/d501bc2d-8d67-4eaa-af7f-4be0ca7a1636/OPERA_L3_DIST-ALERT-S1_T11TMK_20240706T135804Z_20251215T213140Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1716.288,4.5,11TMK,1,23,4,none,False,transformer_v1_32,high,32,20,2024-07-06,144,2.5,4,best,none,False
hokkaido_landslides_2018__2018-09-06__54TWN__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/65865fe3-f3f0-4b34-b040-48509c4579e2/OPERA_L3_DIST-ALERT-S1_T54TWN_20181018T203312Z_20251215T210626Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa65865fe3-f3f0-4b34-b040-48509c4579e2/OPERA_L3_DIST-ALERT-S1_T54TWN_20181018T203312Z_20251215T210626Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/65865fe3-f3f0-4b34-b040-48509c4579e2/OPERA_L3_DIST-ALERT-S1_T54TWN_20181018T203312Z_20251215T210626Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,228.247,4.5,54TWN,1,23,4,none,False,transformer_v1_32,high,32,20,2018-10-18,148,2.5,4,best,none,False
afghanistan_flood_2024__2024-05-11__42SWF__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/4dd53340-493e-4ab4-9085-ff8f4eecb185/OPERA_L3_DIST-ALERT-S1_T42SWF_20240514T132228Z_20251215T212628Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa4dd53340-493e-4ab4-9085-ff8f4eecb185/OPERA_L3_DIST-ALERT-S1_T42SWF_20240514T132228Z_20251215T212628Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/4dd53340-493e-4ab4-9085-ff8f4eecb185/OPERA_L3_DIST-ALERT-S1_T42SWF_20240514T132228Z_20251215T212628Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1435.326,4.5,42SWF,1,23,4,none,False,transformer_v1_32,high,32,20,2024-05-14,71,2.5,4,best,none,False
los_angeles_fires_2025__2025-01-04__11SLT__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/0ec157b5-f4ed-43e1-a991-0a8a44f84f18/OPERA_L3_DIST-ALERT-S1_T11SLT_20250207T015837Z_20251215T213022Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa0ec157b5-f4ed-43e1-a991-0a8a44f84f18/OPERA_L3_DIST-ALERT-S1_T11SLT_20250207T015837Z_20251215T213022Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/0ec157b5-f4ed-43e1-a991-0a8a44f84f18/OPERA_L3_DIST-ALERT-S1_T11SLT_20250207T015837Z_20251215T213022Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1673.008,4.5,11SLT,1,23,4,none,False,transformer_v1_32,high,32,20,2025-02-07,137,2.5,4,best,none,False
durkee_fire_2024__2024-07-17__11TMJ__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/b5ce2455-b185-450e-931b-9f6c649f4766/OPERA_L3_DIST-ALERT-S1_T11TMJ_20240715T013653Z_20251215T211426Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pab5ce2455-b185-450e-931b-9f6c649f4766/OPERA_L3_DIST-ALERT-S1_T11TMJ_20240715T013653Z_20251215T211426Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/b5ce2455-b185-450e-931b-9f6c649f4766/OPERA_L3_DIST-ALERT-S1_T11TMJ_20240715T013653Z_20251215T211426Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,706.925,4.5,11TMJ,1,23,4,none,False,transformer_v1_32,high,32,20,2024-07-15,93,2.5,4,best,none,False
afghanistan_flood_2024__2024-05-11__42SWF__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/5b195592-17b5-445f-91a1-ad1db75a1e16/OPERA_L3_DIST-ALERT-S1_T42SWF_20240414T013129Z_20251215T211831Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa5b195592-17b5-445f-91a1-ad1db75a1e16/OPERA_L3_DIST-ALERT-S1_T42SWF_20240414T013129Z_20251215T211831Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/5b195592-17b5-445f-91a1-ad1db75a1e16/OPERA_L3_DIST-ALERT-S1_T42SWF_20240414T013129Z_20251215T211831Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,954.048,4.5,42SWF,1,23,4,none,False,transformer_v1_32,high,32,20,2024-04-14,151,2.5,4,best,none,False
chile_fire_2024__2024-02-04__19HBD__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/15fe04c9-8b87-4a18-adbe-c215ec5c7dd6/OPERA_L3_DIST-ALERT-S1_T19HBD_20240111T232837Z_20251215T213136Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa15fe04c9-8b87-4a18-adbe-c215ec5c7dd6/OPERA_L3_DIST-ALERT-S1_T19HBD_20240111T232837Z_20251215T213136Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/15fe04c9-8b87-4a18-adbe-c215ec5c7dd6/OPERA_L3_DIST-ALERT-S1_T19HBD_20240111T232837Z_20251215T213136Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1741.852,4.5,19HBD,1,23,4,none,False,transformer_v1_32,high,32,20,2024-01-11,18,2.5,4,best,none,False
durkee_fire_2024__2024-07-17__11TMK__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/bc0a61b2-9e16-4833-b834-2679a2c47ba2/OPERA_L3_DIST-ALERT-S1_T11TMK_20240806T134958Z_20251215T211350Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pabc0a61b2-9e16-4833-b834-2679a2c47ba2/OPERA_L3_DIST-ALERT-S1_T11TMK_20240806T134958Z_20251215T211350Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/bc0a61b2-9e16-4833-b834-2679a2c47ba2/OPERA_L3_DIST-ALERT-S1_T11TMK_20240806T134958Z_20251215T211350Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,670.176,4.5,11TMK,1,23,4,none,False,transformer_v1_32,high,32,20,2024-08-06,71,2.5,4,best,none,False
chile_fire_2024__2024-02-04__19HBD__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/a720c142-65c0-43a2-95c5-42f733e808f4/OPERA_L3_DIST-ALERT-S1_T19HBD_20240216T232836Z_20251215T212617Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9paa720c142-65c0-43a2-95c5-42f733e808f4/OPERA_L3_DIST-ALERT-S1_T19HBD_20240216T232836Z_20251215T212617Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/a720c142-65c0-43a2-95c5-42f733e808f4/OPERA_L3_DIST-ALERT-S1_T19HBD_20240216T232836Z_20251215T212617Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1424.121,4.5,19HBD,1,23,4,none,False,transformer_v1_32,high,32,20,2024-02-16,18,2.5,4,best,none,False
afghanistan_flood_2024__2024-05-11__42SWF__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/43f7bf26-0404-4e7a-816f-3eac37b9f32f/OPERA_L3_DIST-ALERT-S1_T42SWF_20240614T131418Z_20251215T211555Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa43f7bf26-0404-4e7a-816f-3eac37b9f32f/OPERA_L3_DIST-ALERT-S1_T42SWF_20240614T131418Z_20251215T211555Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/43f7bf26-0404-4e7a-816f-3eac37b9f32f/OPERA_L3_DIST-ALERT-S1_T42SWF_20240614T131418Z_20251215T211555Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,800.85,4.5,42SWF,1,23,4,none,False,transformer_v1_32,high,32,20,2024-06-14,173,2.5,4,best,none,False
chile_fire_2024__2024-02-04__19HBD__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/5e78404d-8fa8-4415-a010-5a960a8b1cce/OPERA_L3_DIST-ALERT-S1_T19HBD_20240123T232836Z_20251215T213127Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa5e78404d-8fa8-4415-a010-5a960a8b1cce/OPERA_L3_DIST-ALERT-S1_T19HBD_20240123T232836Z_20251215T213127Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/5e78404d-8fa8-4415-a010-5a960a8b1cce/OPERA_L3_DIST-ALERT-S1_T19HBD_20240123T232836Z_20251215T213127Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1766.112,4.5,19HBD,1,23,4,none,False,transformer_v1_32,high,32,20,2024-01-23,18,2.5,4,best,none,False
los_angeles_fires_2025__2025-01-04__11SLT__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/3a8d102e-8884-4b23-9f91-94db3fccc1f9/OPERA_L3_DIST-ALERT-S1_T11SLT_20250214T135245Z_20251215T212542Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa3a8d102e-8884-4b23-9f91-94db3fccc1f9/OPERA_L3_DIST-ALERT-S1_T11SLT_20250214T135245Z_20251215T212542Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/3a8d102e-8884-4b23-9f91-94db3fccc1f9/OPERA_L3_DIST-ALERT-S1_T11SLT_20250214T135245Z_20251215T212542Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1422.104,4.5,11SLT,1,23,4,none,False,transformer_v1_32,high,32,20,2025-02-14,71,2.5,4,best,none,False
afghanistan_flood_2024__2024-05-11__42SWF__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/46564d86-527c-40a3-bb8e-93b6c79f8a79/OPERA_L3_DIST-ALERT-S1_T42SWF_20240502T132228Z_20251215T212438Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa46564d86-527c-40a3-bb8e-93b6c79f8a79/OPERA_L3_DIST-ALERT-S1_T42SWF_20240502T132228Z_20251215T212438Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/46564d86-527c-40a3-bb8e-93b6c79f8a79/OPERA_L3_DIST-ALERT-S1_T42SWF_20240502T132228Z_20251215T212438Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1371.09,4.5,42SWF,1,23,4,none,False,transformer_v1_32,high,32,20,2024-05-02,71,2.5,4,best,none,False
mai_mahiu_flood_and_landslides_2024__2024-04-29__37MBU__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/151b10c4-87d4-4ef4-b541-3a365c59d1aa/OPERA_L3_DIST-ALERT-S1_T37MBU_20240530T155632Z_20251215T211859Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa151b10c4-87d4-4ef4-b541-3a365c59d1aa/OPERA_L3_DIST-ALERT-S1_T37MBU_20240530T155632Z_20251215T211859Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/151b10c4-87d4-4ef4-b541-3a365c59d1aa/OPERA_L3_DIST-ALERT-S1_T37MBU_20240530T155632Z_20251215T211859Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1025.531,4.5,37MBU,1,23,4,none,False,transformer_v1_32,high,32,20,2024-05-30,130,2.5,4,best,none,False
durkee_fire_2024__2024-07-17__11TMK__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/a698fb75-25ed-43a0-a12a-9514f0a18a42/OPERA_L3_DIST-ALERT-S1_T11TMK_20240624T135804Z_20251215T213440Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9paa698fb75-25ed-43a0-a12a-9514f0a18a42/OPERA_L3_DIST-ALERT-S1_T11TMK_20240624T135804Z_20251215T213440Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/a698fb75-25ed-43a0-a12a-9514f0a18a42/OPERA_L3_DIST-ALERT-S1_T11TMK_20240624T135804Z_20251215T213440Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1995.954,4.5,11TMK,1,23,4,none,False,transformer_v1_32,high,32,20,2024-06-24,144,2.5,4,best,none,False
durkee_fire_2024__2024-07-17__11TMJ__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/feba0c5c-6020-48ce-8ab7-cd0882ebb48b/OPERA_L3_DIST-ALERT-S1_T11TMJ_20240711T140632Z_20251215T211405Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pafeba0c5c-6020-48ce-8ab7-cd0882ebb48b/OPERA_L3_DIST-ALERT-S1_T11TMJ_20240711T140632Z_20251215T211405Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/feba0c5c-6020-48ce-8ab7-cd0882ebb48b/OPERA_L3_DIST-ALERT-S1_T11TMJ_20240711T140632Z_20251215T211405Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,753.567,4.5,11TMJ,1,23,4,none,False,transformer_v1_32,high,32,20,2024-07-11,42,2.5,4,best,none,False
los_angeles_fires_2025__2025-01-04__11SLT__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/718ba1ae-4e12-48ab-83df-b502444554a2/OPERA_L3_DIST-ALERT-S1_T11SLT_20250126T015838Z_20251215T212905Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa718ba1ae-4e12-48ab-83df-b502444554a2/OPERA_L3_DIST-ALERT-S1_T11SLT_20250126T015838Z_20251215T212905Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/718ba1ae-4e12-48ab-83df-b502444554a2/OPERA_L3_DIST-ALERT-S1_T11SLT_20250126T015838Z_20251215T212905Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1662.889,4.5,11SLT,1,23,4,none,False,transformer_v1_32,high,32,20,2025-01-26,137,2.5,4,best,none,False
chile_fire_2024__2024-02-04__19HBD__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/20e7cfc8-6a2d-4268-a73e-9c02746294e5/OPERA_L3_DIST-ALERT-S1_T19HBD_20240228T232836Z_20251215T212921Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa20e7cfc8-6a2d-4268-a73e-9c02746294e5/OPERA_L3_DIST-ALERT-S1_T19HBD_20240228T232836Z_20251215T212921Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/20e7cfc8-6a2d-4268-a73e-9c02746294e5/OPERA_L3_DIST-ALERT-S1_T19HBD_20240228T232836Z_20251215T212921Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1675.988,4.5,19HBD,1,23,4,none,False,transformer_v1_32,high,32,20,2024-02-28,18,2.5,4,best,none,False
cipongkor_landslides_2024__2024-03-24__48MYT__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/a3bda7e9-9bc0-42ed-958b-49995923cf79/OPERA_L3_DIST-ALERT-S1_T48MYT_20240413T222604Z_20251215T211908Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9paa3bda7e9-9bc0-42ed-958b-49995923cf79/OPERA_L3_DIST-ALERT-S1_T48MYT_20240413T222604Z_20251215T211908Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/a3bda7e9-9bc0-42ed-958b-49995923cf79/OPERA_L3_DIST-ALERT-S1_T48MYT_20240413T222604Z_20251215T211908Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1072.697,4.5,48MYT,1,23,4,none,False,transformer_v1_32,high,32,20,2024-04-13,149,2.5,4,best,none,False
chile_fire_2024__2024-02-04__19HBD__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/a1f35894-1dda-4316-be37-215414b2fd22/OPERA_L3_DIST-ALERT-S1_T19HBD_20240226T100429Z_20251215T213048Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9paa1f35894-1dda-4316-be37-215414b2fd22/OPERA_L3_DIST-ALERT-S1_T19HBD_20240226T100429Z_20251215T213048Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/a1f35894-1dda-4316-be37-215414b2fd22/OPERA_L3_DIST-ALERT-S1_T19HBD_20240226T100429Z_20251215T213048Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1768.732,4.5,19HBD,1,23,4,none,False,transformer_v1_32,high,32,20,2024-02-26,156,2.5,4,best,none,False
durkee_fire_2024__2024-07-17__11TMJ__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/b2a17d5c-b24e-48bb-86fa-a79734a89216/OPERA_L3_DIST-ALERT-S1_T11TMJ_20240619T015315Z_20251215T211341Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pab2a17d5c-b24e-48bb-86fa-a79734a89216/OPERA_L3_DIST-ALERT-S1_T11TMJ_20240619T015315Z_20251215T211341Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/b2a17d5c-b24e-48bb-86fa-a79734a89216/OPERA_L3_DIST-ALERT-S1_T11TMJ_20240619T015315Z_20251215T211341Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,735.085,4.5,11TMJ,1,23,4,none,False,transformer_v1_32,high,32,20,2024-06-19,64,2.5,4,best,none,False
afghanistan_flood_2024__2024-05-11__42SWF__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/8b74d290-7c80-4b30-b533-7c82a3ce5133/OPERA_L3_DIST-ALERT-S1_T42SWF_20240602T131419Z_20251215T211559Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa8b74d290-7c80-4b30-b533-7c82a3ce5133/OPERA_L3_DIST-ALERT-S1_T42SWF_20240602T131419Z_20251215T211559Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/8b74d290-7c80-4b30-b533-7c82a3ce5133/OPERA_L3_DIST-ALERT-S1_T42SWF_20240602T131419Z_20251215T211559Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,876.077,4.5,42SWF,1,23,4,none,False,transformer_v1_32,high,32,20,2024-06-02,173,2.5,4,best,none,False
mai_mahiu_flood_and_landslides_2024__2024-04-29__37MBU__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/590f3bdb-5014-4be7-b2cb-7ede89855c14/OPERA_L3_DIST-ALERT-S1_T37MBU_20240412T155630Z_20251215T211901Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa590f3bdb-5014-4be7-b2cb-7ede89855c14/OPERA_L3_DIST-ALERT-S1_T37MBU_20240412T155630Z_20251215T211901Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/590f3bdb-5014-4be7-b2cb-7ede89855c14/OPERA_L3_DIST-ALERT-S1_T37MBU_20240412T155630Z_20251215T211901Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,1057.323,4.5,37MBU,1,23,4,none,False,transformer_v1_32,high,32,20,2024-04-12,130,2.5,4,best,none,False
afghanistan_flood_2024__2024-05-11__42SWF__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/fa4be1dc-e626-4e6f-8fda-bd73956a1715/OPERA_L3_DIST-ALERT-S1_T42SWF_20240626T131418Z_20251215T211502Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pafa4be1dc-e626-4e6f-8fda-bd73956a1715/OPERA_L3_DIST-ALERT-S1_T42SWF_20240626T131418Z_20251215T211502Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/fa4be1dc-e626-4e6f-8fda-bd73956a1715/OPERA_L3_DIST-ALERT-S1_T42SWF_20240626T131418Z_20251215T211502Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,816.425,4.5,42SWF,1,23,4,none,False,transformer_v1_32,high,32,20,2024-06-26,173,2.5,4,best,none,False
durkee_fire_2024__2024-07-17__11TMJ__transformer_v1_32-20mc,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/0726b571-e4cd-4189-beb0-37560b53cdba/OPERA_L3_DIST-ALERT-S1_T11TMJ_20240725T135009Z_20251215T211238Z_S1A_30_v0.1.zip,s3://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa0726b571-e4cd-4189-beb0-37560b53cdba/OPERA_L3_DIST-ALERT-S1_T11TMJ_20240725T135009Z_20251215T211238Z_S1A_30_v0.1,https://hyp3-tibet-jpl-test-contentbucket-hratibh1y9pa.s3.us-west-2.amazonaws.com/0726b571-e4cd-4189-beb0-37560b53cdba/OPERA_L3_DIST-ALERT-S1_T11TMJ_20240725T135009Z_20251215T211238Z_S1A_30_v0.1.png,2025-12-15T20:48:26+00:00,674.342,4.5,11TMJ,1,23,4,none,False,transformer_v1_32,high,32,20,2024-07-25,71,2.5,4,best,none,False
